"Country","State","City","Population","Lat","Lon"
"Botswana","Okavango","Gonutsuga",561,-18.8294,22.2839
"Botswana","Ngwaketse","Mogonye",561,-24.8252,25.7096
"Botswana","Kgatleng","Ramonaka",561,-24.579,26.4655
"Botswana","Ngwaketse","Seherelela",560,-24.4249,25.559
"Botswana","Ngwaketse","Semane",559,-24.7555,24.3995
"Botswana","Okavango","Etsha8",558,-19.1272,22.2931
"Botswana","Ngamiland","Toteng",556,-20.38,22.95
"Botswana","KgalagadiNorth","Inalegolo",552,-23.9508,22.975
"Botswana","KgalagadiSouth","Gachibana",549,-26.7156,21.7708
"Botswana","KgalagadiSouth","Bokspits",547,-26.900000000000002,20.7
"Botswana","SerowePalapye","Moremi",546,-22.52,27.43
"Botswana","Kweneng","Kgaphamadi",544,-24.54,25.93
"Botswana","Bobonong","Lepokole",544,-21.7947,28.3494
"Botswana","Ghanzi","Chobokwane",535,-22.1547,21.2139
"Botswana","Mahalapye","Mokgenene",535,-23.5378,26.0261
"Botswana","NorthEast","Butale",534,-20.7154,27.7051
"Botswana","Ghanzi","GrooteLaagte",534,-21.3603,21.2114
"Botswana","KgalagadiSouth","Maralaleng",534,-25.7944,22.6853
"Botswana","Okavango","Gane",532,-18.400000000000002,21.900000000000002
"Botswana","KgalagadiNorth","Zutswa",530,-24.1353,21.2472
"Botswana","Ngwaketse","Tlhankane",527,-24.9151,24.2312
"Botswana","Ngwaketse","Tsonyane",526,-24.8634,24.8304
"Botswana","Kweneng","Sorilatholo",523,-23.6367,24.9653
"Botswana","Ngamiland","Bodibeng",515,-20.6272,22.6031
"Botswana","Ghanzi","KukeQuarantineCamp",515,-21.7018,21.6467
"Botswana","Bobonong","Khwee",514,-21.945,25.4464
"Botswana","Kweneng","Mantshwabisi",514,-24.1814,25.2744
"Botswana","KgalagadiNorth","Ukwi",512,-23.45,20.45
"Botswana","Ngamiland","Botlhatlogo",510,-20.595,22.7033
"Botswana","Ngwaketse","Mahotshwane",510,-25.0315,25.2391
"Botswana","Bobonong","Robelela",471,-21.5919,27.9809
"Botswana","SerowePalapye","Moreomabele",505,-22.05,27.23
"Botswana","Ngwaketse","Dinatshana",503,-25.0954,25.1472
"Botswana","Kweneng","Tlowaneng",502,-24.726,25.6496
"Botswana","Kweneng","Serinane",498,-24.1122,25.1154
"Botswana","Ngwaketse","Khonkhwa",496,-24.5597,23.859
"Botswana","KgalagadiSouth","Maubelo",496,-26.0772,22.3775
"Botswana","Mahalapye","Ikongwe",492,-23.1356,26.4227
"Botswana","Tutume","Tshokatshaa",491,-20.1022,25.4386
"Botswana","KgalagadiNorth","Hunhukwe",487,-23.4121,21.6021
"Botswana","Ngamiland","Matsaudi",487,-19.7874,23.6485
"Botswana","Tutume","Nsuswane",483,-20.4943,27.0348
