"Country","State","City","Population","Lat","Lon"
"UnitedKingdom","Shropshire","Shrewsbury",71715,52.7100913371863,-2.7520751953125
"UnitedKingdom","Staffordshire","Cannock",68067,52.6833333,-2.0166667
"UnitedKingdom","Cheshire","EllesmerePort",67768,53.2833333,-2.9
"UnitedKingdom","WestSussex","BognorRegis",65391,50.7820627577217,-0.679779052734375
"UnitedKingdom","Torbay","Torquay",65388,50.45,-3.5
"UnitedKingdom","Staffordshire","Stafford",70592,52.8,-2.1
"UnitedKingdom","SouthGloucestershire","Kingswood",64793,51.4527778,-2.5083333
"UnitedKingdom","Warwickshire","Leamington",64640,52.3,-1.5333333
"UnitedKingdom","Hampshire","Waterlooville",64350,50.8806726772762,-1.03039741516113
"UnitedKingdom","Newtownabbey","Newtownabbey",63860,54.6598329202158,-5.90858459472656
"UnitedKingdom","Warwickshire","Rugby",63323,52.3666667,-1.25
"UnitedKingdom","Kent","Ashford",62787,51.1333333,0.8833333
"UnitedKingdom","Hampshire","Aldershot",61339,51.25,-0.7666667
"UnitedKingdom","Kent","RoyalTunbridgeWells",61075,51.1333333,0.2833333
"UnitedKingdom","Bury","Bury",61044,53.6,-2.3
"UnitedKingdom","Somerset","Taunton",60433,51.0211111,-3.1047222
"UnitedKingdom","NorthDown","Bangor",60385,54.653378295775,-5.6689453125
"UnitedKingdom","Kent","Margate",60134,51.3833333,1.4166667
"UnitedKingdom","Hampshire","Farnborough",59902,51.2666667,-0.7333333
"UnitedKingdom","Cheshire","Runcorn",59679,53.3333333,-2.75
"UnitedKingdom","Norfolk","GreatYarmouth",59601,52.6333333,1.75
"UnitedKingdom","WindsorAndMaidenhead","Maidenhead",59463,51.5166667,-0.7
"UnitedKingdom","RhonddaCynonTaff","Rhondda",62545,51.65,-3.4833333
"UnitedKingdom","Leicestershire","Loughborough",59317,52.7666667,-1.2
"UnitedKingdom","Craigavon","Craigavon",59236,54.4470869910933,-6.38700485229492
"UnitedKingdom","Wirral","Wallasey",58794,53.4333333,-3.0666667
"UnitedKingdom","WestSussex","Littlehampton",58714,50.8069110477336,-0.537815093994141
"UnitedKingdom","Herefordshire","Hereford",58281,52.05,-2.7166667
"UnitedKingdom","GreaterLondon","Putney",58210,51.46176,-0.21681
"UnitedKingdom","Merseyside","Bootle",57791,53.4666667,-3.0166667
"UnitedKingdom","Hampshire","Fareham",57390,50.85,-1.1833333
"UnitedKingdom","WestYorkshire","Morley",57385,53.7401324831683,-1.59876823425293
"UnitedKingdom","Hertfordshire","Cheshunt",57374,51.7,-0.0333333
"UnitedKingdom","Halton","Bebington",13720,53.35,-3.0166667
"UnitedKingdom","Kent","Dartford",56694,51.45,0.2166667
"UnitedKingdom","Castlereagh","Castlereagh",56679,54.5666667,-5.8666667
"UnitedKingdom","Worcestershire","Kidderminster",56657,52.3833333,-2.25
"UnitedKingdom","WestYorkshire","Dewsbury",56640,53.6907604810264,-1.62906646728516
"UnitedKingdom","WestMidlands","Stourbridge",56284,52.4666667,-2.1333333
"UnitedKingdom","Halton","Widnes",56097,53.35,-2.7333333
"UnitedKingdom","Manchester","Sale",55689,53.4166667,-2.3
"UnitedKingdom","WestMidlands","Halesowen",55265,52.45,-2.05
"UnitedKingdom","Merseyside","Huyton",54738,53.4,-2.85
"UnitedKingdom","Essex","ClactonOnSea",50548,51.8,1.16
"UnitedKingdom","Kent","Gravesend",66000,51.4333333,0.3666667
"UnitedKingdom","Hampshire","Eastleigh",54225,50.9666667,-1.35
"UnitedKingdom","WestLothian","Livingston",53670,55.8833333,-3.5333333
"UnitedKingdom","TyneAndWear","Washington",53526,54.9,-1.5166667
"UnitedKingdom","Northamptonshire","Kettering",53329,52.4,-0.7166667
"UnitedKingdom","Surrey","Esher",52392,51.35,-0.3666667
"UnitedKingdom","Merseyside","Crosby",51789,53.4777778,-3.0333333
"UnitedKingdom","Surrey","Reigate",52123,51.2333333,-0.2166667
"UnitedKingdom","Bedfordshire","Dunstable",51973,51.8833333,-0.5166667
"UnitedKingdom","Cheshire","Macclesfield",51739,53.25,-2.1166667
"UnitedKingdom","ValeOfGlamorganThe","Barry",51681,51.4066667,-3.2694444
"UnitedKingdom","Lancashire","Morecambe",34768,54.0666667,-2.85
"UnitedKingdom","Surrey","Redhill",51559,51.2333333,-0.1666667
"UnitedKingdom","NorthLanarkshire","Cumbernauld",51300,55.95,-3.9833333
"UnitedKingdom","Surrey","Staines",51040,51.4333333,-0.5166667
"UnitedKingdom","WestYorkshire","Batley",50807,53.7029056774964,-1.63370132446289
"UnitedKingdom","WestSussex","Horsham",50680,51.0728997889756,-0.316200256347656
"UnitedKingdom","Dorset","Weymouth",50253,50.6,-2.45
"UnitedKingdom","MiltonKeynes","Bletchley",50193,51.9833333,-0.7333333
"UnitedKingdom","WestYorkshire","Keighley",50171,53.8833333,-1.9166667
"UnitedKingdom","Northamptonshire","Corby",50029,52.4833333,-0.6666667
"UnitedKingdom","Torbay","Paignton",49886,50.4333333,-3.5666667
"UnitedKingdom","Northamptonshire","Wellingborough",49783,52.3,-0.7
"UnitedKingdom","Essex","SouthBenfleet",48824,51.5333333,0.55
"UnitedKingdom","Nottinghamshire","WestBridgford",48314,52.9166667,-1.1166667
"UnitedKingdom","SouthLanarkshire","Hamilton",48220,55.7666667,-4.0333333
"UnitedKingdom","Torfaen","Cwmbran",48157,51.6530556,-3.0266667
"UnitedKingdom","Fife","Kirkcaldy",48090,56.11073,-3.16737
"UnitedKingdom","Derbyshire","LongEaton",47898,52.9,-1.2666667
"UnitedKingdom","Essex","Brentwood",49463,51.6166667,0.3166667
"UnitedKingdom","Carmarthenshire","Llanelli",47206,51.6761111,-4.1566667
"UnitedKingdom","Lancashire","Lancaster",47162,54.0474969742283,-2.80031204223633
"UnitedKingdom","Kent","Canterbury",55240,51.2666667,1.0833333
"UnitedKingdom","Essex","Braintree",46765,51.8833333,0.5666667
"UnitedKingdom","NeathPortTalbot","Neath",46126,51.6561111,-3.8022222
"UnitedKingdom","SouthAyrshire","Ayr",46849,55.45,-4.6166667
"UnitedKingdom","Oxfordshire","Banbury",46075,52.05,-1.3333333
"UnitedKingdom","Kent","Folkestone",45992,51.08,1.17
"UnitedKingdom","Cumbria","BarrowInFurness",69087,54.12,-3.23
"UnitedKingdom","Durham","Durham",50000,54.7666667,-1.5666667
"UnitedKingdom","Wiltshire","Salisbury",40302,51.0693132990358,-1.79568529129028
"UnitedKingdom","Manchester","Middleton",45589,53.55,-2.2
"UnitedKingdom","Hampshire","Havant",45574,50.8567034565576,-0.985593795776367
"UnitedKingdom","Leicestershire","Hinckley",45130,52.5333333,-1.3666667
"UnitedKingdom","Hertfordshire","WelwynGardenCity",44725,51.8,-0.2
"UnitedKingdom","Inverclyde","Greenock",44300,55.9333333,-4.75
"UnitedKingdom","EastAyrshire","Kilmarnock",44170,55.611711054595,-4.49581146240234
"UnitedKingdom","Nottinghamshire","SuttonInAshfield",43912,53.1166667,-1.2666667
"UnitedKingdom","Warrington","GreatSankey",43793,53.3833333,-2.6166667
"UnitedKingdom","Fife","Dunfermline",43760,56.0833333,-3.4666667
"UnitedKingdom","Somerset","Yeovil",43733,50.95,-2.6333333
"UnitedKingdom","Tameside","AshtonUnderLyne",43675,53.5,-2.1
"UnitedKingdom","Wrexham","Wrecsam",43649,53.05,-3.
"UnitedKingdom","Manchester","Leigh",43626,53.4833333,-2.5166667
"UnitedKingdom","PerthAndKinross","Perth",43590,56.4,-3.4333333
"UnitedKingdom","Surrey","Leatherhead",11316,51.2833333,-0.3166667
"UnitedKingdom","NorthTyneside","Wallsend",42739,54.9913889,-1.5597222
"UnitedKingdom","Dorset","Christchurch",42396,50.7333333,-1.7666667
"UnitedKingdom","Cheshire","Northwich",42113,53.2666667,-2.5
"UnitedKingdom","Trafford","Stretford",41953,53.45,-2.3166667
"UnitedKingdom","Manchester","Altrincham",41548,53.3833333,-2.35
"UnitedKingdom","Bridgend","Coity",41352,51.5216667,-3.5530556
"UnitedKingdom","TyneAndWear","Newburn",41347,54.9666667,-1.7333333
"UnitedKingdom","Manchester","Urmston",41198,53.45,-2.35
"UnitedKingdom","Kent","Sittingbourne",41148,51.3333333,0.75
"UnitedKingdom","Wokingham","Wokingham",41143,51.4166667,-0.8333333
"UnitedKingdom","Derbyshire","Swadlincote",40960,52.7666667,-1.55
"UnitedKingdom","Merseyside","Prescot",40889,53.4166667,-2.8
"UnitedKingdom","Highland","Inverness",40880,57.4666667,-4.2333333
"UnitedKingdom","EastSussex","Bexhill",40478,50.85,0.4833333
"UnitedKingdom","Nottinghamshire","Worksop",40443,53.3,-1.1333333
"UnitedKingdom","Staffordshire","BurtonUponTrent",40039,52.8,-1.6166667
"UnitedKingdom","Hampshire","Andover",39951,51.2,-1.4833333
"UnitedKingdom","TyneAndWear","NorthShields",39747,55.0047222,-1.4727778
"UnitedKingdom","Bridgend","Bridgend",39429,51.5072,-3.5784
"UnitedKingdom","Merseyside","Kirkby",39208,53.4833333,-2.9
"UnitedKingdom","Lancashire","Skelmersdale",38944,53.5333333,-2.8
"UnitedKingdom","NorthYorkshire","Scarborough",38909,54.2872222,-0.4141667
"UnitedKingdom","Kent","Ramsgate",40408,51.34,1.4
"UnitedKingdom","Suffolk","BurySaintEdmunds",38622,52.25,0.7166667
"UnitedKingdom","Fife","Glenrothes",38600,56.2,-3.1833333
"UnitedKingdom","Derbyshire","Ilkeston",38587,52.9666667,-1.3
"UnitedKingdom","TyneAndWear","WhitleyBay",38055,55.0508333,-1.4538889
"UnitedKingdom","Somerset","Bridgwater",38020,51.1297222,-3.0005556
