AGS_12,state,nuts2,district,name,population,male,female,male_under10,female_under10,male_10to19,female_10to19,male_20to29,female_20to29,male_30to39,female_30to39,male_40to49,female_40to49,male_50to59,female_50to59,male_60to69,female_60to69,male_70to79,female_70to79,male_80andover,female_80andover,working_population,agriculture_forests_fishery,mining_and_industry,energy_water_waste,construction,trade_carmechanics_tourism,traffic_storage_communication,finance_insurance,property,public_administration,other_services,unknown
12068,12,0,68,Ostprignitz-Ruppin,100242,49844,50398,3878,3544,3564,3431,6162,5159,5438,4941,8671,8254,9497,9181,5822,5748,5209,6489,1603,3651,50460,2750,6380,800,5050,8820,3110,890,5400,5550,11710,10
12069,12,0,69,Potsdam-Mittelmark,202816,100175,102641,9099,8726,8591,8316,10460,9126,11044,11015,19169,19195,18127,17059,11067,11532,9615,11396,3003,6276,111630,3030,11350,1740,8870,18130,9670,3100,16730,14040,24960,0
12070,12,0,70,Prignitz,80276,39507,40769,2754,2561,2827,2670,4758,3669,3980,3350,6812,6528,7396,7268,4728,5120,4779,6131,1473,3472,39290,2580,6320,550,3460,6390,3020,800,3760,3620,8780,
12071,12,0,71,Spree-Neiße,122524,60411,62112,4327,3962,4101,3986,6970,5538,6270,5713,10846,10375,11784,11412,7277,7842,6756,8416,2080,4868,62150,1570,9130,2190,6080,9510,4200,1070,7700,6770,13930,
12072,12,0,72,Teltow-Fläming,159255,78843,80412,6895,6326,6314,5950,9398,8509,9069,8660,15016,14260,13344,12781,8756,9160,7799,9607,2252,5159,85360,2130,13990,1270,6790,14890,7950,1760,10830,8680,17060,0
12073,12,0,73,Uckermark,124682,61431,63251,4556,4312,4474,4401,7187,5777,6317,5754,10475,10264,11767,11342,7569,8027,7052,8961,2034,4413,59570,3470,9170,1370,5280,9000,3810,1090,6770,5130,14460,
13001,13,0,1,"Greifswald, Hansestadt",55447,26325,29122,2113,2140,1702,1800,6559,7237,3506,2930,3439,3543,3691,3877,2370,2811,2239,3029,706,1755,26630,,1970,340,1810,3920,1450,420,5290,2050,9230,
13002,13,0,2,"Neubrandenburg, Stadt",64111,30908,33203,2487,2511,1941,2055,5154,4596,3845,3282,4517,4481,5227,5918,3520,4016,3279,4313,938,2031,31240,,3430,400,1780,5690,2340,670,4840,4270,7680,
13003,13,0,3,"Rostock, Hansestadt",200265,98115,102151,7448,7593,5853,5745,19480,18439,13349,10225,14210,13361,13848,14293,10074,12007,10772,13871,3081,6617,98120,,8520,2300,5500,18400,9440,1580,16690,9740,25420,
13004,13,0,4,"Schwerin, Landeshauptstadt",91293,43244,48049,3873,3577,3030,2876,6339,6041,5343,5034,6334,6757,6708,7655,5199,5833,4797,6416,1621,3860,44490,,3720,730,2600,7270,3920,850,7300,5940,11790,
13005,13,0,5,"Stralsund, Hansestadt",56729,27550,29179,2183,2252,1736,1753,4577,3797,3404,3078,4274,3855,3948,4370,3004,3459,3436,4491,988,2124,25190,,2390,310,1670,4730,1450,430,3840,3130,7120,
13006,13,0,6,"Wismar, Hansestadt",42468,20634,21835,1555,1575,1313,1278,3649,3125,2543,1998,3016,2888,3050,3287,2281,2665,2438,3221,789,1798,18830,80,2790,660,1570,3350,1350,310,2800,1260,4670,
13051,13,0,51,Bad Doberan,115654,57713,57941,5014,4732,4444,4216,6255,5348,6525,6153,10686,10385,11015,10799,7023,7033,5326,6031,1425,3244,62120,1720,5780,1360,5530,11730,5290,1240,8320,7090,14070,
13052,13,0,52,Demmin,77572,38600,38973,3098,2915,2924,2698,4432,3458,4262,3593,6856,6383,7593,7030,4138,4312,4088,5629,1209,2955,35100,2110,4200,650,4130,5630,2810,500,3990,2980,8100,
13053,13,0,53,Güstrow,96905,48150,48755,3951,3895,3649,3395,5857,4892,5433,4543,8627,8095,8956,8390,5082,5366,5054,6578,1541,3601,46390,2740,5320,1120,4650,7400,3930,640,4810,4650,11120,
13054,13,0,54,Ludwigslust,120926,60409,60516,4974,4914,4790,4416,7798,6293,7228,6253,10989,10282,11048,10666,6455,6445,5479,7254,1648,3993,65350,2480,13640,1010,6040,10300,5830,1260,7480,6040,11260,
13055,13,0,55,Mecklenburg-Strelitz,76008,37678,38330,2851,2872,2757,2617,4241,3436,4113,3659,6837,6332,7416,7272,4315,4381,3993,5100,1155,2661,37560,1530,3530,610,3960,6680,2920,740,4280,4700,8620,
13056,13,0,56,Müritz,63719,31261,32458,2568,2502,2358,2176,3666,3344,3592,3229,5495,5229,5811,5594,3616,3849,3234,4325,921,2210,32090,1650,4190,430,2960,7070,2040,600,3270,2640,7230,
13057,13,0,57,Nordvorpommern,103288,51203,52086,3976,3852,3838,3487,5733,4661,5496,5182,9191,8760,9930,9505,5875,6195,5629,7046,1535,3398,50960,2620,4360,740,5540,10600,3390,660,5910,5190,11970,
13058,13,0,58,Nordwestmecklenburg,114167,57345,56820,5112,4870,4832,4435,6578,5625,6887,6338,10699,9886,10508,9815,6169,6146,5104,6312,1456,3393,60380,2610,8470,1250,6420,10430,4590,1070,6880,5390,13270,
13059,13,0,59,Ostvorpommern,102879,50989,51889,4050,3870,3760,3372,5823,5185,5540,4933,8625,8351,9827,9344,6109,6195,5696,7141,1559,3498,51100,1950,4620,670,4820,11980,2720,660,6290,4420,12970,
13060,13,0,60,Parchim,93446,46371,47074,3547,3354,3530,3309,5279,4114,5057,4435,8227,8034,9193,8829,5535,5555,4741,6140,1262,3304,48660,2930,5790,730,5100,7520,3810,1070,5700,5280,10720,
13061,13,0,61,Rügen,65495,32126,33369,2446,2323,2291,2029,3876,3564,3271,2997,5482,5403,6279,6108,3865,4045,3636,4621,980,2279,34520,1040,2130,380,2640,11230,2300,610,4200,2620,7350,
13062,13,0,62,Uecker-Randow,69610,34519,35091,2715,2551,2482,2276,4064,3275,3643,3202,5744,5388,7014,6568,3881,4036,3836,5063,1140,2732,31200,1380,3740,510,2480,4500,1920,570,4650,3910,7540,
14511,14,5,11,"Chemnitz, Stadt",240253,115825,124428,9456,8736,7470,7058,16350,15795,14664,11739,16925,16364,16817,17760,15646,18059,13481,17288,5016,11629,114790,,18800,1870,7490,19840,8560,2260,17540,9650,28020,
14521,14,5,21,Erzgebirgskreis,361791,176526,185265,14489,13886,12704,12193,20714,17343,21003,18169,26870,25468,30778,31218,23611,24655,18521,25222,7836,17111,184250,3900,47300,2500,17640,28250,10390,4010,18020,13880,38350,10
14522,14,5,22,Mittelsachsen,322077,158822,163256,12611,12137,11351,10514,20181,15957,18435,15805,25569,23983,26249,26115,19724,21067,17808,22402,6894,15276,165060,4770,37090,2120,15650,25380,11600,3550,18930,11270,34690,
14523,14,5,23,Vogtlandkreis,240053,115937,124115,8919,8333,8245,7646,13367,11624,13296,11621,18693,18035,19459,19992,15592,17320,13579,17674,4787,11870,118660,2010,28270,1350,10390,20090,7870,2100,12640,7660,26270,
14524,14,5,24,Zwickau,335220,162041,173179,12661,12089,11349,10845,19521,17158,18445,16346,26365,25103,26710,27072,21345,23763,18490,24050,7155,16753,167530,2330,38170,2060,13670,27340,11430,3410,20860,10750,37490,20
14612,14,6,12,"Dresden, Stadt",512354,250250,262104,23985,23332,15794,15505,48449,44677,36553,34415,36876,33237,29665,30734,25481,30099,24661,30630,8786,19475,267750,1180,32230,3460,13550,44100,23440,6050,50040,20500,73210,
14625,14,6,25,Bautzen,315174,155497,159677,12985,12310,11329,10648,18493,15132,18315,15800,25744,24195,26554,25899,18272,19801,17674,22184,6131,13708,159630,3610,34600,2310,14760,25180,10460,2690,18240,12270,35520,
14626,14,6,26,Görlitz,269647,131493,138154,10429,9958,9435,9065,15196,12687,14142,12272,21008,20287,22959,22082,16839,18342,15795,20045,5690,13416,127980,3710,23870,2460,11360,19940,7450,2510,13600,10030,33040,
14627,14,6,27,Meißen,247054,121154,125900,10455,9800,8775,8125,14070,11943,14264,12587,20450,19236,20327,19940,14133,15930,13793,17103,4887,11236,125860,3230,25270,1770,11030,20500,9850,2620,14820,9450,27320,
14628,14,6,28,Sächsische Schweiz-Osterzgebirge,246818,121361,125457,10494,9952,8867,8299,13982,11893,14331,12999,20140,18805,19457,19284,15341,16507,13845,16717,4904,11001,126390,2490,23470,1820,12170,22060,8440,2780,15180,10090,27880,
14713,14,7,13,"Leipzig, Stadt",502979,241255,261724,22908,20351,15211,15013,40266,44454,36913,33059,37523,33553,30742,32653,25360,30412,23990,31955,8342,20274,252510,1010,23820,3810,15100,42040,28440,6640,47580,15900,68160,
14729,14,7,29,Leipzig,262214,128287,133927,10594,10070,9399,8910,14479,12555,14634,13661,22863,21551,22002,21853,15773,17155,13766,17282,4777,10890,135470,3320,19590,2780,13910,22010,10440,3410,18690,10390,30930,
14730,14,7,30,Nordsachsen,201165,99119,102046,8034,7580,7180,6671,12012,10103,11544,10186,17274,16528,17748,17036,11335,12188,10483,13448,3509,8306,103750,3450,16330,2040,10150,17360,9380,2110,12260,8500,22180,
15001,15,0,1,"Dessau-Roßlau, Stadt",86030,41493,44537,3012,2743,2542,2591,5128,4598,4413,3908,6625,6580,6867,6957,5750,6561,5484,6775,1672,3824,39960,280,6780,570,2610,5740,3040,920,6310,4500,9210,
15002,15,0,2,"Halle Saale, Stadt",229153,108653,120500,9209,9313,7041,7515,18057,19887,14817,12648,16624,15455,14944,16021,13110,15843,11149,14734,3702,9084,105900,,9510,2120,5970,15080,10900,2050,19130,9050,31860,
15003,15,0,3,"Magdeburg, Landeshauptstadt",228144,110616,117528,9240,8355,7087,6914,19318,18027,14207,12179,17061,16047,15590,16492,12744,15306,11516,15538,3853,8670,114270,,13280,1890,8030,18210,8790,2310,20250,11780,29320,0
15081,15,0,81,Altmarkkreis Salzwedel,88241,44029,44212,3578,3356,3526,3366,5680,4420,4988,4264,7918,7339,7778,7531,4660,4913,4441,5777,1460,3246,46530,2810,9050,590,4420,7680,2760,880,4900,3530,9920,
15082,15,0,82,Anhalt-Bitterfeld,172127,83925,88202,5983,5838,5861,5496,10663,8708,9518,8081,14001,13800,15005,15005,10486,11454,9456,12404,2952,7416,83980,1760,17100,1650,7290,13580,6630,1450,11840,6360,16320,
15083,15,0,83,Börde,176048,87374,88674,7156,6666,6599,6116,10343,9197,10567,9298,15884,14963,15935,15429,10002,10167,8253,10546,2635,6292,95670,2940,17770,1640,8060,16260,7230,1790,11600,9430,18930,
15084,15,0,84,Burgenlandkreis,189729,92935,96794,6843,6443,6242,5854,11238,9269,10473,8705,15822,14878,16466,16295,11423,12301,10694,14051,3734,8998,91720,2120,17490,1500,9140,14540,7380,1680,11160,7950,18750,0
15085,15,0,85,Harz,226495,110274,116221,8276,7786,7980,7442,13333,11186,12197,10872,18818,18239,18939,19138,14279,15499,12294,15981,4158,10078,110620,2640,20460,1570,9910,19840,6940,2040,11770,9620,25830,
15086,15,0,86,Jerichower Land,93849,46581,47268,3487,3400,3460,3127,5457,4459,5296,4673,8360,7799,8640,8138,5453,5708,4888,6350,1540,3614,47770,2060,7720,1000,4550,7130,3170,1070,5890,5110,10080,
15087,15,0,87,Mansfeld-Südharz,147887,72689,75198,5067,4887,5112,4504,8187,6801,7902,7015,11852,11509,13248,12688,9711,10347,8689,11073,2921,6374,68240,1880,11400,1120,6720,11260,4570,1290,8310,6150,15530,
15088,15,0,88,Saalekreis,191681,94414,97267,7556,7029,6672,6312,11476,9710,11194,9891,16320,15896,16615,16681,11857,12539,9575,12140,3149,7069,98640,2170,14420,2370,9150,15620,8940,2190,13550,9490,20730,0
15089,15,0,89,Salzlandkreis,205458,100092,105366,7297,6963,7181,6731,12077,10393,11114,9494,17112,16616,17339,17267,12803,14042,11452,14947,3717,8913,96770,2050,17790,1990,8680,15430,6670,1720,11910,8240,22290,0
15090,15,0,90,Stendal,119204,58876,60328,4625,4358,4440,4547,7385,6329,6329,5474,10479,9925,10667,10338,6893,7193,6222,7893,1836,4271,57390,2920,7920,640,6420,8830,3510,1180,6710,6430,12830,
15091,15,0,91,Wittenberg,132994,65065,67929,4872,4320,4612,4083,7444,6326,7034,6083,11260,10766,11663,11744,8182,9060,7719,10107,2279,5440,65460,2010,12930,940,6130,10310,4280,1320,8110,6010,13440,0
16051,16,0,51,"Erfurt, Stadt",200868,96506,104362,8501,8450,6838,6368,15612,16483,13203,12021,14962,14854,14095,15246,11138,12272,9191,11722,2966,6946,104560,700,11640,1710,6020,17510,11140,2290,16850,12600,24120,
16052,16,0,52,"Gera, Stadt",96067,45891,50176,3464,3167,2899,2728,5948,5732,5078,4582,7403,6966,7935,8528,6020,6784,5235,7041,1909,4648,47850,370,6760,830,3600,7990,4200,970,7030,4520,11570,0
16053,16,0,53,"Jena, Stadt",105739,52091,53648,4339,4487,3238,2948,12363,11431,7194,6522,7082,6414,6306,6571,5329,6138,4689,5838,1551,3299,53590,,7530,910,2010,7320,3460,1030,9200,3540,18270,0
16054,16,0,54,"Suhl, Stadt",36960,17859,19101,1131,1068,1139,1057,2088,1721,1922,1613,2883,2863,3058,3497,2732,3082,2234,2750,672,1450,19550,60,3210,280,1570,3480,1190,620,2460,2110,4580,
16055,16,0,55,"Weimar, Stadt",62764,30097,32667,2963,2659,2233,2141,4953,5490,4334,3602,4671,4387,4031,4422,3193,3749,2766,3745,953,2472,31620,,3120,350,1880,5480,2360,640,4770,2340,10410,
16056,16,0,56,"Eisenach, Stadt",41753,20191,21562,1708,1615,1446,1331,2662,2468,2444,2339,3399,3084,3108,3148,2331,2775,2320,3032,773,1770,21280,90,5810,160,920,3350,1440,360,2630,1320,5190,
16061,16,0,61,Eichsfeld,102257,51201,51056,4562,4454,4237,4041,7023,6056,6599,5632,8233,7721,8517,8012,5758,5912,4735,5766,1537,3462,54570,1260,12560,590,6750,8380,3200,850,4860,3740,12390,
16062,16,0,62,Nordhausen,87210,43012,44198,3386,3178,3172,2925,5694,5079,4894,4328,7197,6646,7077,7038,5273,5680,4725,5919,1594,3405,42180,1050,8140,670,3690,6660,2560,660,4310,3160,11270,
16063,16,0,63,Wartburgkreis,128719,64308,64411,5092,4693,4626,4375,8131,6729,7908,6822,10720,10119,11448,10775,7495,7859,6681,8377,2207,4662,70240,1490,20240,770,5570,11350,4680,1600,6980,4530,13000,20
16064,16,0,64,Unstrut-Hainich-Kreis,106122,52297,53825,4376,4269,4220,4018,6570,5636,6260,5499,8856,8351,8993,8798,5881,6191,5404,7019,1737,4044,53500,1630,10570,750,5690,7920,3530,1090,5320,4210,12800,
16065,16,0,65,Kyffhäuserkreis,80053,39648,40405,3024,2692,2905,2742,4855,3813,4466,3861,6516,6266,7163,7018,4924,5315,4364,5505,1431,3193,38280,1570,7340,480,3670,5830,2810,770,4140,3500,8190,
16066,16,0,66,Schmalkalden-Meiningen,127622,63554,64068,4632,4440,4407,3995,8590,6780,7527,6246,10462,10122,11249,10845,7501,8212,6970,8592,2216,4836,69390,1370,17640,1210,6240,10150,4310,1060,7140,5330,14930,0
16067,16,0,67,Gotha,136330,67247,69083,5498,5209,5091,4753,8314,7026,7997,7082,11439,10867,11477,11391,8221,8811,6937,8813,2273,5131,71940,1440,16900,1120,5850,12050,5800,1270,8300,5740,13460,
16068,16,0,68,Sömmerda,71865,35789,36076,2978,2771,2607,2434,4279,3675,4475,3819,6159,5782,6494,6432,4373,4422,3352,4311,1072,2430,37780,1290,7360,480,3610,6150,3020,650,4400,3460,7330,
16069,16,0,69,Hildburghausen,66369,33092,33277,2514,2387,2421,2227,4480,3599,4125,3491,5587,5135,5993,5744,3666,3854,3192,4311,1114,2529,36660,1210,10300,530,3340,5580,1880,1000,3210,2470,7120,0
16070,16,0,70,Ilm-Kreis,110361,54949,55412,4167,4081,3775,3455,8297,6188,6570,5445,8918,8425,9015,9051,6777,7155,5652,7174,1778,4438,56360,1080,12720,780,4300,8740,4650,1110,6390,4560,12030,
16071,16,0,71,Weimarer Land,82643,40835,41808,3583,3432,3007,3084,4813,4238,5051,4542,7081,6718,7334,7243,5003,5004,3693,4727,1270,2820,44780,1070,6890,690,4730,7440,3150,800,5340,4090,10570,
16072,16,0,72,Sonneberg,58943,28837,30106,2080,2006,1946,1783,3397,2898,3585,2934,4759,4627,5196,5045,3579,3816,3212,4395,1083,2602,32130,270,11590,330,2420,4470,1740,880,3240,1570,5610,0
16073,16,0,73,Saalfeld-Rudolstadt,113267,55467,57800,4004,3796,3723,3344,6840,5406,6156,5375,9188,8757,9863,9664,6938,7493,6544,8705,2211,5260,59420,1170,14900,1090,5120,8620,3550,1150,6110,3870,13840,
16074,16,0,74,Saale-Holzland-Kreis,84802,42102,42700,3284,3154,3086,2890,5072,4287,4953,4359,7280,6806,7487,7236,5273,5578,4335,5271,1332,3119,45850,1520,8910,760,4240,7680,3160,790,5150,3370,10290,0
16075,16,0,75,Saale-Orla-Kreis,85806,42203,43603,3288,3073,3060,3000,5133,4317,4976,4228,6993,6732,7644,7324,4943,5241,4608,6092,1558,3596,46360,2080,12740,680,4000,6560,2980,780,4660,2790,9100,
16076,16,0,76,Greiz,105332,51687,53645,3701,3534,3714,3361,5677,4650,5791,4834,8613,8449,9661,9360,6536,6972,5929,7724,2065,4761,54050,1740,10920,920,5530,9070,3960,890,5790,4130,11100,
16077,16,0,77,Altenburger Land,96737,47211,49526,3203,3216,3195,3030,5432,4307,5269,4326,7782,7559,8315,8310,6394,6897,5647,7080,1974,4801,46530,1090,9630,770,4170,7380,3460,1160,5600,3430,9830,
